"","customer","supplier","qty"
"613","UNIVAR","YARA",408
"614","UNIVAR","BOREALIS",42
"615","SECO Fertilisants S.A.S.","YARA",1328
"616","Norsk Korg","BOREALIS",500
"617","ENTREMONT","BOREALIS",1200
"618","Viquem","YARA",167
"619","SIAD","YARA",179
"620","FINCHIMICA SPA","YARA",99
"621","FINCHIMICA SPA","ACHEMA",4011
"622","FINCHIMICA SPA","YARA",100
"623","FINCHIMICA SPA","ACHEMA",749
"624","ARKEMA SRL SOCIO UNICO","YARA",29378
"625","ARKEMA SRL SOCIO UNICO","YARA",2412
"626","ARKEMA SRL SOCIO UNICO","YARA",27095
"627","AZOTAL SPA","YARA",1964
"628","AZOTAL SPA","PETROKEMIJA",3000
"629","AZOTAL SPA","OTHER EASTERN EUROPEAN",500
"630","AZOTAL SPA","GRUPA_AZOTY",1000
"631","3V SIGMA","SKW",1000
"632","RADICI CHIMICA","YARA",24857
"633","SOL SPA","YARA",2697
"634","FANTONI SPA","YARA",4982
"635","FANTONI SPA","PETROKEMIJA",25000
"636","HEXION ITALIA SRL","YARA",1730
"637","HEXION ITALIA SRL","BOREALIS",250
"638","SOLVAY CHIMICA SPA","YARA",3324
"639","VERSALIS (ENI)","YARA",25
"640","PHYTO PERFORMANCE","YARA",134
"641","AGENZIA INDUSTRIE E DIFESA","OTHER EASTERN EUROPEAN",800
"642","CHIMICA POMPONESCO SPA","YARA",37464
"643","ESSECO SRL","YARA",10704
"644","TAZZETTI SPA","YARA",1074
"645","TAZZETTI SPA","BOREALIS",800
"646","TAZZETTI SPA","PETROKEMIJA",800
"647","TAZZETTI SPA","OTHER EASTERN EUROPEAN",400
"648","NorChem srl","YARA",11057
"649","NorChem srl","YARA",43
"650","NorChem srl","YARA",2339
"651","NorChem srl","YARA",18894
"652","NorChem srl","YARA",527
"653","BALCHEM ITALIA SRL","YARA",3864
"654","ITALMATCH CHEMICALS SPA","YARA",82
"655","MANZINI GIOVANNI BATTISTA SAS","BOREALIS",270
"656","HYPRED ITALIA SRL","YARA",491
"657","SADEPAN CHIMICA SRL","YARA",32375
"658","ITALIAN BIO PRODUCTS","YARA",33
"659","ITALIAN BIO PRODUCTS","ACHEMA",451
"660","ILARIO ORMEZZANO - SAI SPA","YARA",25
"661","ELETTROCHIMICA VALLE STAFFORA SPA","YARA",166
"662","ELETTROCHIMICA VALLE STAFFORA SPA","BOREALIS",720
"663","RIVOIRA GAS SRL","YARA",287
"664","POLYNT","BOREALIS",900
"665","RIVOIRA SUD SRL","YARA",25
"666","BIOMAN SPA","YARA",944
"667","MATER-BIOTECH SPA","YARA",1396
"668","BI-QEM SPA","YARA",24
"669","BI-QEM SPA","BOREALIS",2000
"670","BI-QEM SPA","SKW",2000
"671","Other WNA","YARA",69
"672","Other WNA","BOREALIS",1500
"673","Others U","BASF",2000
"674","Others U","BOREALIS",4000
"675","Others U","SKW",4000
"676","Kronospan Luxembourg S.A:","YARA",69
"677","Kronospan Luxembourg S.A:","SKW",831
"678","Felleskj›pet Agri","YARA",219
"679","Felleskj›pet Agri","YARA",4
"680","Scanbio Ingredients AS (Bjugn)","YARA",36
"681","Solberg Industri","YARA",242
"682","Solberg Industri AS","YARA",64
"683","Vestfjorden Avl›psselskap Veas","YARA",3045
"684","Tine Meieriet Sola","YARA",54
"685","Pelagia AS","YARA",61
"686","Tine Meieriet èlesund","YARA",4
"687","Pelagia Egersund Sildoljefabrikk AS","YARA",11
"688","Dynea","YARA",1192
"689","Dynea","ACRON",23808
"690","Dynea","SKW",500
"691","Dynea","OTHER EASTERN EUROPEAN",1500
"692","Dynea AS","YARA",216
"693","Tine Meieriet Tresfjord","YARA",8
"694","Tine Meieriet Verdal","YARA",592
"695","Tine Meieriet Elnesv†gen","YARA",125
"696","Tine Meieriet Voss","YARA",10
"697","Forestia","YARA",500
"698","Forestia","YARA",103
"699","Forestia","YARA",1156
"700","Tine Meieriet Byrkjelo","YARA",106
"701","Pelagia M†l›y Sildoljefabrikk","YARA",10
"702","Tine Meieriet ùrsta","YARA",2
"703","Pronova Biocare","YARA",6053
"704","FMC Biopolymer as","YARA",279
"705","Statoil","YARA",3
"706","Glencore Nikkelverk AS","YARA",25
"707","Glencore Nikkelverk AS","ACHEMA",113
"708","Glencore Nikkelverk AS","YARA",4
"709","Eramet Norway Kvinesdal AS","YARA",53
"710","Eramet Norway Kvinesdal AS","ACHEMA",5
"711","Tine Meieriet SA Brumundal","YARA",160
"712","Luftforsvaret","YARA",350
"713","Jotun A/S","YARA",2
"714","Krystal AS","YARA",4
"715","Tine Meieriet Storsteinnes","YARA",86
"716","Algea","YARA",64
"717","Tine Meieriet SA Frya","YARA",4
"718","Unger Fabrikker","YARA",218
"719","Unger Fabrikker A.S.","YARA",5
"720","Synn›ve Finden","YARA",105
"721","Tine Meieriet Sandnessj›en","YARA",5
"722","Tine Meieriet Lom & Skj†k","YARA",13
"723","Rana Gruber AS","YARA",1
"724","Universitetet i Oslo","YARA",4
"725","Tine Meieriet Dovre","YARA",4
"726","Tine Meieriet  Haukeli","YARA",1
"727","Epax","YARA",153
"728","Normilk","YARA",60
"729","Flex Agri","YARA",21
"730","TINE Meieriet J‘ren","YARA",26
"731","TINE Meieriet J‘ren","YARA",606
"732","IVAR IKS","YARA",47
"733","Allnex","YARA",6
"734","Allnex","ACRON",2990
"735","Allnex (Dynea)","YARA",280
"736","Scanbio Biokraft Marin AS","YARA",23
"737","Oslo Kommune","YARA",48
"738","Tess S›r AS","YARA",1
"739","Tess ùst AS","YARA",2
"740","Pharma Marine AS","YARA",6
"741","Halstensen Granit AS","YARA",4
"742","Klar1 AS","YARA",1
"743","ABELLO LINDE S.A","YARA",15
"744","ABELLO LINDE S.A","FERTIBERIA",400
"745","Acerinox","YARA",60
"746","Acerinox","GRUPA_AZOTY",1000
"747","Acerinox","YARA",100
"748","Acerinox","GRUPA_AZOTY",1600
"749","ACIDEKA S.A.","YARA",24
"750","Adiego Hermanos","FERTIBERIA",100
"751","Adiego Hermanos","FERTIBERIA",200
"752","Adisseo","FERTIBERIA",35000
"753","Agralia","FERTIBERIA",800
"754","Agrar Fertilizantes","YARA",21
"755","Agrar Fertilizantes","YARA",334
"756","Agrar Fertilizantes","FERTIBERIA",154
"757","Agrar Fertilizantes","YARA",494
"758","Agrar Fertilizantes","BASF",282
"759","Agrar Fertilizantes","FERTIBERIA",1000
"760","Agrar Fertilizantes","SKW",200
"761","Agrimartin","FERTIBERIA",900
"762","AGROFERTI TRACTAMENTS I SERVEIS","YARA",63
"763","AGROFERTI TRACTAMENTS I SERVEIS","ACHEMA",2092
"764","Almaquim","YARA",1261
"765","Almaquim","BASF",1239
"766","Almaquim","FERTIBERIA",500
"767","Almaraz","YARA",25
"768","Ampere","FERTIBERIA",100
"769","Antonio Fuentes","FERTIBERIA",2500
"770","ANTONIO TARAZONA","FERTIBERIA",1500
"771","ANTONIO TARAZONA","FERTIBERIA",1000
"772","Antonio Tarazona","YARA",413
"773","Aquacenic","FERTIBERIA",400
"774","Aqualogy Supply Chain","FERTIBERIA",200
"775","Ascanio Qu¡mica","FERTIBERIA",400
"776","Atanor","FERTIBERIA",100
"777","Azucarera Rinc.","FERTIBERIA",100
"778","Barcelonesa de Drogas","YARA",97
"779","Barcelonesa de Drogas","YARA",1049
"780","Barcelonesa de Drogas","FERTIBERIA",24
"781","Barcelonesa de Drogas","YARA",720
"782","Barcelonesa de Drogas","SKW",980
"783","Bayer","YARA",60
"784","Bayer","BRENNTAG",120
"785","BIOCARBURANTES DE CASTILLA Y LEON S","YARA",100
"786","BIOCARBURANTES DE CASTILLA Y LEON S","GRUPA_AZOTY",300
"787","BIOETANOL GALICIA","YARA",100
"788","BIOETANOL GALICIA","GRUPA_AZOTY",600
"789","Biovert","FERTIBERIA",120
"790","Brenntag","YARA",117
"791","Brenntag","FERTIBERIA",2311
"792","Brenntag","FERTIBERIA",2000
"793","Brenntag","GRUPA_AZOTY",2000
"794","Brenntag","YARA",856
"795","Brenntag","YARA",919
"796","Brenntag","BOREALIS",381
"797","Brenntag","SKW",200
"798","Brenntag Espa_a/PQS","FERTIBERIA",1200
"799","Bresfor","FERTIBERIA",11000
"800","BRILEN","YARA",100
"801","BRILEN","GRUPA_AZOTY",100
"802","Budenheim","YARA",21
"803","Budenheim","FERTIBERIA",132
"804","Budenheim","YARA",71
"805","Budenheim","FERTIBERIA",300
"806","Campi y Jove","YARA",163
"807","Campi y Jove","FERTIBERIA",440
"808","Campi y Jove","YARA",68
"809","Campi y Jove","FERTIBERIA",1400
"810","Canal Isabel II","FERTIBERIA",200
"811","Chemetall","YARA",62
"812","Chemetall","GRUPA_AZOTY",100
"813","Chemetall","YARA",60
"814","Chemetall","EUROCHEM",300
"815","Codisa","FERTIBERIA",200
"816","Cofarcas Productos Qu¡micos y Servi","FERTIBERIA",200
"817","Cofarcas Productos Qu¡micos y Servi","YARA",167
"818","Cofarcas Productos Qu¡micos y Servi","FERTIBERIA",200
"819","Cofarcas Productos Qu¡micos y Servi","FERTIBERIA",700
"820","Comercial God¢","YARA",48
"821","Comercial God¢","FERTIBERIA",150
"822","Comercial God¢","YARA",429
"823","Comercial God¢","FERTIBERIA",276
"824","Constantino Guti‚rrez","FERTIBERIA",250
"825","Constantino Guti‚rrez","FERTIBERIA",800
"826","Coveright Surfaces","FERTIBERIA",600
"827","Dekitra","YARA",333
"828","Dekitra","FERTIBERIA",367
"829","Dekitra","YARA",143
"830","Dekitra","FERTIBERIA",285
"831","Dekitra","YARA",24
"832","Dekitra","FERTIBERIA",782
"833","Deretil","FERTIBERIA",1200
"834","Derivados Fluor","YARA",12
"835","Derivados Fluor","FERTIBERIA",700
"836","Destiler¡a S. Valero","FERTIBERIA",200
"837","Diquinosa","FERTIBERIA",200
"838","Diversey Europe Operations BV","YARA",1855
"839","Diversey Europe Operations BV","FERTIBERIA",455
"840","Droga Conde","FERTIBERIA",200
"841","Ecocarburantes","YARA",25
"842","Ecocarburantes","GRUPA_AZOTY",900
"843","Ecolab","YARA",331
"844","Ecolab","FERTIBERIA",290
"845","Ecolab","CF_INDUSTRIES",900
"846","Egabera","YARA",239
"847","Egabera","FERTIBERIA",776
"848","Egabera","YARA",140
"849","Egabera","FERTIBERIA",700
"850","Epele","FERTIBERIA",400
"851","Ercros","FERTIBERIA",35000
"852","FELIPE HERNANDEZ","YARA",100
"853","FELIPE HERNANDEZ","ACHEMA",119
"854","FELIPE HERNANDEZ","GRUPA_AZOTY",505
"855","Fertiagro","FERTIBERIA",200
"856","Fertieuropa","FERTIBERIA",100
"857","Fertieuropa","YARA",330
"858","Fertieuropa","FERTIBERIA",600
"859","Foresa","YARA",26793
"860","Foresa","FERTIBERIA",24000
"861","Forestal del Atl ntico","YARA",16720
"862","General Qu¡mica","FERTIBERIA",600
"863","Goysa 9","FERTIBERIA",2500
"864","Haifa Iberia","YARA",93
"865","Henkel","BRENNTAG",250
"866","Herogra","FERTIBERIA",400
"867","Herogra","FERTIBERIA",600
"868","Hypred Ib‚rica","YARA",1739
"869","Hypred Ib‚rica","FERTIBERIA",261
"870","Indukern","FERTIBERIA",102
"871","Indukern","FERTIBERIA",24
"872","INDUKERN S.A.","YARA",926
"873","INDUKERN S.A.","FERTIBERIA",575
"874","Isover - Saint Gobain","YARA",100
"875","Isover - Saint Gobain","GRUPA_AZOTY",1000
"876","J. Montalvo","FERTIBERIA",500
"877","KRONOSPAN CHEMICALS S.L.","YARA",27209
"878","Lactalis","FERTIBERIA",400
"879","Lactoman","FERTIBERIA",200
"880","Leche Frixia","FERTIBERIA",146
"881","Leche Pascual","FERTIBERIA",1000
"882","Logistrade","FERTIBERIA",1000
"883","Luqsa","FERTIBERIA",100
"884","Magrisa","FERTIBERIA",200
"885","Maxam","ACRON",100
"886","Maxam","OCI",3000
"887","MIRAT FERTILIZANTES","YARA",100
"888","NITRICOMAX S.L.","YARA",649
"889","OXAQUIM","ANVILL",98
"890","OXAQUIM","BASF",431
"891","PINASA","FERTIBERIA",300
"892","Pinasa","FERTIBERIA",300
"893","PLIMON","YARA",100
"894","PLIMON","ACHEMA",600
"895","PLIMON","GRUPA_AZOTY",600
"896","Proquip","YARA",143
"897","Proquip","YARA",165
"898","Proquip","FERTIBERIA",300
"899","PTOS QUIMICOS Y EQ. IND. ARBISA S.A","FERTIBERIA",176
"900","PTOS QUIMICOS Y EQ. IND. ARBISA S.A","YARA",24
"901","QUIMIALMEL S.A.","YARA",24
"902","QUIMIALMEL S.A.","YARA",163
"903","Quimicas del jarama","YARA",80
"904","Quimicas del jarama","FERTIBERIA",3820
"905","Quimicas del Jarama","FERTIBERIA",3500
"906","Quimidroga","YARA",638
"907","Quimidroga","FERTIBERIA",510
"908","Quiroga","FERTIBERIA",1000
"909","Quisaba","FERTIBERIA",450
"910","Rockwool Peninsuler","YARA",25
"911","ROLDAN S.A.","YARA",60
"912","ROLDAN S.A.","ACHEMA",334
"913","ROLDAN S.A.","GRUPA_AZOTY",1230
"914","Saica","FERTIBERIA",1100
"915","SDAD. COOP. GARLAN (ESPANA)","FERTIBERIA",1500
"916","SIMAR","FERTIBERIA",400
"917","SIMAR","YARA",119
"918","SOPURA QUIMICA SA","YARA",309
"919","SUMINISTROS INDUSTRIALES","YARA",69
"920","TABLEROS LOSAN","YARA",47
"921","TABLEROS LOSAN","FERTIBERIA",453
"922","Tableros Los n","FERTIBERIA",800
"923","TABLEROS TALSA","FERTIBERIA",200
"924","TABLEROS TRADEMA","FERTIBERIA",100
"925","Tableros Tradema","FERTIBERIA",200
"926","Timac Agro","FERTIBERIA",100
"927","Transqu¡mica","FERTIBERIA",150
"928","UBE","FERTIBERIA",10000
"929","URSA","ACHEMA",100
"930","URSA","INEOS",700
"931","Urteaga Quimica","FERTIBERIA",330
"932","Viagro","YARA",62
"933","Viagro","GRUPA_AZOTY",1500
"934","Akzo Nobel Adhesives AB","YARA",20975
"935","Akzo Nobel Adhesives AB","YARA",538
"936","Akzo Nobel Surface Chemistry AB","OCI",35000
"937","Akzo Nobel Pulp and Performance Chemicals AB","YARA",538
"938","Akzo Nobel Pulp and Performance Chemicals AB","BRENNTAG",50
"939","SAINT-GOBAIN ISOVER AB","ACHEMA",100
"940","SAINT-GOBAIN ISOVER AB","ACRON",467
"941","Westinghouse","YARA",132
"942","Westinghouse","BRENNTAG",300
"943","J™NK™PING AIRPORT AB","YARA",7
"944","SWEDAVIA AB","YARA",160
"945","Swedavia","YARA",54
"946","H”ga Kusten Airport AB/Kramfors Kom","YARA",12
"947","V„xj” Sm†land Airport AB","YARA",2
"948","SWED HANDLING AB","YARA",20
"949","SWED HANDLING AB","YARA",107
"950","SWED HANDLING AB","YARA",292
"951","SWED HANDLING AB","BRENNTAG",150
"952","ARVIDSJAUR FLYGPLATS","YARA",24
"953","Wibax","YARA",275
"954","WIBAX AB","YARA",210
"955","WIBAX AB","BRENNTAG",270
"956","WIBAX AB","GRUPA_AZOTY",500
"957","Boliden Mineral","YARA",100
"958","Boliden Mineral","ACHEMA",1613
"959","Eurenco Bofors","GRUPA_AZOTY",1000
"960","Eurenco Bofors","YARA",64
"961","Eurenco Bofors","BRENNTAG",125
"962","Akzo Nobel Functional Chemicals AB","YARA",276
"963","Sydvatten AB","YARA",21
"964","Domsj” Fabriker","YARA",100
"965","Domsj” Fabriker","ACHEMA",2099
"966","Domsj” Fabriker","YARA",62
"967","Domsj” Fabriker","CF_INDUSTRIES",280
"968","ARCHEMI AB","ACHEMA",1010
"969","B™HLER WELDING GROUP NORDIC AB","YARA",62
"970","B™HLER WELDING GROUP NORDIC AB","CF_INDUSTRIES",500
"971","B™HLER WELDING GROUP NORDIC AB","YARA",40
"972","B™HLER WELDING GROUP NORDIC AB","ACHEMA",9
"973","Hanson & M”hring","YARA",70
"974","Hanson & M”hring","GRUPA_AZOTY",2000
"975","IKEA Industry Hultsfred","YARA",2083
"976","IKEA Industry Hultsfred","YARA",1772
"977","Byggelit Sverige AB","YARA",151
"978","G_LLIVARE KOMMUN","YARA",6
"979","ALGOL CHEMICALS AB","YARA",4741
"980","ALGOL CHEMICALS AB","GRUPA_AZOTY",100
"981","Saab Airport AB","YARA",22
"982","F”rsvarsmakten","YARA",216
"983","F”rsvarsmakten","YARA",80
"984","Kalmar Airport AB","YARA",26
"985","H„rjedalen Sveg Airport","YARA",11
"986","LMI","YARA",62
"987","LMI","ACHEMA",87
"988","LMI AB","YARA",100
"989","Emere","YARA",9
"990","CAMBREX KARLSKOGA AB","GRUPA_AZOTY",1700
"991","Industrikemi Produktion AB","YARA",1
"992","Biototal F”rnyelsebar V„xtn„ring AB","YARA",24
"993","Skellefte† Airport","YARA",24
"994","Midlanda Flygplats AB/Sundsvalls Ko","YARA",18
"995","IKEA (Casco) Industry Hultsfred AB","YARA",23177
"996","Ahlstrom St„lldalen AB","BRENNTAG",30
"997","Arla","BRENNTAG",50
"998","Chemiplastica (former Perstorp AB)","SKW",12000
"999","Boxholms Mejeri","BRENNTAG",50
"1000","Em†mejeriet","BRENNTAG",50
"1001","Fagersta Stainless","YARA",62
"1002","Fagersta Stainless","CF_INDUSTRIES",1600
"1003","Falk”pings Mejeri","BRENNTAG",50
"1004","Fj„llbrynt","BRENNTAG",50
"1005","Gefleortens Mejeri","BRENNTAG",50
"1006","Inovyn (former Ineos)","BRENNTAG",150
"1007","Inovyn (former Ineos)","BRENNTAG",60
"1008","Lantm„nnen Agroetanol","YARA",25
"1009","Lantm„nnen Reppe","YARA",25
"1010","OUTOKUMPU STAINLESS AB","YARA",25
"1011","OUTOKUMPU STAINLESS AB","YARA",62
"1012","OUTOKUMPU STAINLESS AB","CF_INDUSTRIES",1800
"1013","OUTOKUMPU STAINLESS AB","YARA",45
"1014","OUTOKUMPU STAINLESS AB","CF_INDUSTRIES",640
"1015","OUTOKUMPU STAINLESS AB","YARA",62
"1016","OUTOKUMPU STAINLESS AB","CF_INDUSTRIES",200
"1017","OUTOKUMPU STAINLESS AB","YARA",62
"1018","OUTOKUMPU STAINLESS AB","CF_INDUSTRIES",25
"1019","OUTOKUMPU STAINLESS AB","YARA",62
"1020","OUTOKUMPU STAINLESS AB","CF_INDUSTRIES",60
"1021","Paroc","ACHEMA",25
"1022","Paroc","EUROCHEM",260
"1023","Paroc","ACHEMA",25
"1024","Paroc","EUROCHEM",25
"1025","SANDVIK AB","YARA",62
"1026","SANDVIK AB","CF_INDUSTRIES",900
"1027","Sk†nemejerier (Lactalis)","BRENNTAG",350
"1028","Solveco","BRENNTAG",2
"1029","Trinseo (former Styron)","YARA",25
"1030","Trinseo (former Styron)","CF_INDUSTRIES",100
"1031","Wapn” Mejeri","BRENNTAG",50
"1032","Marinochem  Ireland","YARA",24
"1033","Marinochem  Ireland","YARA",26127
"1034","MARINOCHEM LIMITED","YARA",26127
"1035","MARINOCHEM LIMITED","YARA",24
"1036","Chemifloc","YARA",27
"1037","CHEMIFLOC LIMITED","YARA",27
"1038","Uchem","YARA",198
"1039","UCHEM LTD","YARA",198
"1040","COD BECK BLENDERS LTD","YARA",44
"1041","Kronospan","YARA",43057
"1042","Kronospan","YARA",2435
"1043","Kronospan","SKW",2565
"1044","EGGER (UK) LIMITED","YARA",814
"1045","POLARCHEM ASSOCIATES LIMITED","YARA",5
"1046","Hexion  Peterlee","YARA",17579
"1047","Hexion Barry","YARA",2158
"1048","Hexion Cowie","YARA",39054
"1049","Campact (Egger)","YARA",48016
"1050","Biachem","YARA",5
"1051","Eli Lilly","CF_INDUSTRIES",101
"1052","Eli Lilly","CF_INDUSTRIES",120
"1053","Eli Lilly","YARA",136
"1054","Almetron","YARA",60
"1055","Almetron","EUROCHEM",100
"1056","Almetron","YARA",100
"1057","Almetron","ACHEMA",40
"1058","Tan Int","YARA",718
"1059","Tan Int","OTHER EASTERN EUROPEAN",1082
"1060","Amega Sciences","YARA",255
"1061","Croda","YARA",958
"1062","Futamura Chemical UK Ltd / Innovia","YARA",100
"1063","Futamura Chemical UK Ltd / Innovia","ACHEMA",418
"1064","Airedale Chemical Company Ltd","YARA",98
"1065","Lnt Solutions Limited","YARA",82
"1066","BASF Performance Products","CF_INDUSTRIES",1800
"1067","BASF Plc","YARA",1688
"1068","Azelis UK Ltd","CF_INDUSTRIES",10000
"1069","Blagden Chemicals","YARA",4
"1070","Tata Steel","YARA",283
"1071","Thor Specialities","YARA",43
"1072","Grosvenor Chemicals","YARA",158
"1073","Brenntag Chemicals","CF_INDUSTRIES",4000
"1074","Brenntag Chemicals","CF_INDUSTRIES",3000
"1075","Prefere Resins UK","YARA",391
"1076","Sasol Wax","YARA",100
"1077","Sasol Wax","YARA",63
"1078","Sasol Wax","YARA",1783
"1079","Sasol Wax","GRUPA_AZOTY",1717
"1080","Solvay  (Rhodia)","YARA",106
"1081","Qlf Production","YARA",385
"1082","Tennants","CF_INDUSTRIES",1000
"1083","Tennants","CF_INDUSTRIES",1000
"1084","Tennants Distribution Ltd","YARA",379
"1085","Libra Chemicals","YARA",25
"1086","Nufarm","YARA",60
"1087","Nufarm","EUROCHEM",86
"1088","Nufarm","YARA",126
"1089","H B Fuller  Stockport","YARA",240
"1090","Monarch","CF_INDUSTRIES",800
"1091","Monarch Chemicals Limited","YARA",298
"1092","Prayon","YARA",168
"1093","Resource Chemicals","CF_INDUSTRIES",70
"1094","RESOURCE CHEMICAL LTD","YARA",10
"1095","Pafra Adhesives","YARA",96
"1096","British Sugar","YARA",100
"1097","British Sugar","ACHEMA",264
"1098","Atana","YARA",4
"1099","BRENNTAG UK LIMITED","YARA",5
"1100","Industrial Chemicals Ltd","YARA",22
"1101","Ensus UK Limited","YARA",33
"1102","Ensus UK Limited","ACHEMA",6853
"1103","Gritit","YARA",4
"1104","Nw Trading (Commodities) Ltd","YARA",193
"1105","Kemira Oyj","YARA",1582
"1106","B K Industrial Supplies Ltd","YARA",17
"1107","Morgan Ceramics","YARA",7
"1108","MORGAN TECHNICAL CERAMICS LTD","YARA",7
"1109","Abbey Chemicals","YARA",168
"1110","Central Chemical Supplies","YARA",22
"1111","Lawrence Industries","YARA",7
"1112","East Riding Chemicals","YARA",13
"1113","Santander Salt","YARA",10
"1114","Lowdermilk","YARA",8
"1115","E P C UK Plc","YARA",10694
"1116","E P C UK Plc","GRUPA_AZOTY",4000
"1117","Epc (Exchem)","CF_INDUSTRIES",3600
"1118","Exchem","CF_INDUSTRIES",500
"1119","WATERSIDE COLOURS LTD","YARA",68
"1120","Yara UK Limited","YARA",518
"1121","The Seaham Harbour Dock Company","YARA",715
"1122","Yara UK Ltd (Pocklington)","YARA",2254
"1123","A & M Tungston Powders","YARA",100
"1124","A & M Tungston Powders","EUROCHEM",150
"1125","Alchema","YARA",34
"1126","Alchema","EUROCHEM",200
"1127","Alltech","CF_INDUSTRIES",20
"1128","Apt Chemicals","CF_INDUSTRIES",200
"1129","Archimica","CF_INDUSTRIES",100
"1130","Archimica","CF_INDUSTRIES",450
"1131","Avecia","CF_INDUSTRIES",450
"1132","Avets Polarit","CF_INDUSTRIES",2000
"1133","BNFL","CF_INDUSTRIES",1200
"1134","BNFL","CF_INDUSTRIES",200
"1135","BNFL","CF_INDUSTRIES",5000
"1136","BOC","CF_INDUSTRIES",1750
"1137","BOC","CF_INDUSTRIES",250
"1138","BOC","CF_INDUSTRIES",6000
"1139","British Fermentation (Dsm)","CF_INDUSTRIES",4600
"1140","British Millerain","CF_INDUSTRIES",340
"1141","British Nuclear Fuels","CF_INDUSTRIES",200
"1142","Brotherton Esseco","CF_INDUSTRIES",4500
"1143","Bulmers Cider","CF_INDUSTRIES",30
"1144","Castle Dairies","CF_INDUSTRIES",23
"1145","Cle-Pol","YARA",69
"1146","Cle-Pol","EUROCHEM",30
"1147","Conoco Philips","CF_INDUSTRIES",200
"1148","Contract Chems","CF_INDUSTRIES",11
"1149","Croda Universal","CF_INDUSTRIES",900
"1150","Dairy Crest","CF_INDUSTRIES",800
"1151","Devro-Teepak","CF_INDUSTRIES",200
"1152","Drax Power","CF_INDUSTRIES",20
"1153","Ecolochem","CF_INDUSTRIES",40
"1154","Ef Westaway","YARA",60
"1155","Ef Westaway","EUROCHEM",100
"1156","Elementis Chromium","CF_INDUSTRIES",95
"1157","Esso","CF_INDUSTRIES",1000
"1158","Esso","CF_INDUSTRIES",250
"1159","Explosive Development","CF_INDUSTRIES",35
"1160","Fine Organics","CF_INDUSTRIES",800
"1161","Flexsys","YARA",100
"1162","Flexsys","EUROCHEM",253
"1163","Fujifilm Diosynth Biotechnologies","CF_INDUSTRIES",1500
"1164","Gkn Sinter Metals","CF_INDUSTRIES",50
"1165","Glaxo Smith Kline","CF_INDUSTRIES",245
"1166","Gsk","CF_INDUSTRIES",200
"1167","Gsk (Smithkline Beechams)","CF_INDUSTRIES",4500
"1168","Gsk (Smithkline Beechams)","CF_INDUSTRIES",100
"1169","Hampshire Chemicals","CF_INDUSTRIES",35
"1170","Huntsman","CF_INDUSTRIES",2200
"1171","Inco","YARA",100
"1172","Inco","EUROCHEM",100
"1173","Indalex","YARA",60
"1174","Indalex","EUROCHEM",60
"1175","Ineos","CF_INDUSTRIES",50
"1176","Ineos","OCI",100
"1177","Inspec","CF_INDUSTRIES",40
"1178","Interbrew","CF_INDUSTRIES",250
"1179","Johnson Diversey","CF_INDUSTRIES",1000
"1180","Johnson Matthey","CF_INDUSTRIES",1500
"1181","Johnson Matthey","CF_INDUSTRIES",1000
"1182","Kerry Bioscience","CF_INDUSTRIES",3500
"1183","Kerry Bioscience","CF_INDUSTRIES",500
"1184","Knauf","ACHEMA",34
"1185","Knauf","FERTIBERIA",300
"1186","Knauf","ACHEMA",34
"1187","Knauf","FERTIBERIA",200
"1188","Knoll","CF_INDUSTRIES",500
"1189","Kraft","CF_INDUSTRIES",120
"1190","Lancashire Chems","CF_INDUSTRIES",100
"1191","Laporte Electronics","CF_INDUSTRIES",100
"1192","Lee Steel Strip","YARA",60
"1193","Lee Steel Strip","EUROCHEM",90
"1194","Lindsey Oil","CF_INDUSTRIES",50
"1195","Macdermid","CF_INDUSTRIES",30
"1196","Mallinckrodtt","CF_INDUSTRIES",3300
"1197","Manro","CF_INDUSTRIES",300
"1198","Marconi Applied Technology","CF_INDUSTRIES",90
"1199","Mauri Foods","CF_INDUSTRIES",520
"1200","Mcdermid","CF_INDUSTRIES",50
"1201","MEL","YARA",60
"1202","MEL","EUROCHEM",1000
"1203","MEL","YARA",34
